"AUT","Test","Category","Expected","Actual","Description","Result","Value"
"ada62","good_precedence_multiply_divide_floating.pika","precedence","17.0154
8.1
14.104
7.84259
6.28772
0.357143
1.75094
12.125
1.47692
18.0692
1.02
1.15464
11.8
9.75
2.85538
0.637931
15.8741
6.31707
0.918987
2.97551
19.9079
2.24103
0.833333
17.4
2.41458
33.3277
80.7927
66.5594
12.3195
12.9238
57.2946
17.9775
14.2374
20.0768
28.9694
3
7.21212
0.0933333
0.0692784
0.531429
1.12878
0.690537
16.5455
1.56667
0.835185
0.61267
0.633635
0.198554
","17.0154
8.1
14.104
7.84259
6.28772
0.357143
1.75094
12.125
1.47692
18.0692
1.02
1.15464
11.8
9.75
2.85538
0.637931
15.8741
6.31707
0.918987
2.97551
19.9079
2.24103
0.833333
17.4
2.41458
33.3277
80.7927
66.5594
12.3195
12.9238
57.2946
17.9775
14.2374
20.0768
28.9694
3
7.21212
0.0933333
0.0692784
0.531429
1.12878
0.690537
16.5455
1.56667
0.835185
0.61267
0.633635
0.198554
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_divide_integer.pika","precedence","76
110
132
117
10
32
53
8
103
66
13
37
0
6
7
76
0
34
0
118
192
56
30
46
3922
20440
0
4788
1764
3969
1656
3952
0
6083
20384
4212
0
0
0
0
0
0
9
64
0
0
0
0
","76
110
132
117
10
32
53
8
103
66
13
37
0
6
7
76
0
34
0
118
192
56
30
46
3922
20440
0
4788
1764
3969
1656
3952
0
6083
20384
4212
0
0
0
0
0
0
9
64
0
0
0
0
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_equal_floating.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_equal_integer.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_greater_floating.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
true
false
false
false
false
true
false
false
true
false
false
false
false
false
false
true
","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
true
false
false
false
false
true
false
false
true
false
false
false
false
false
false
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_greater_integer.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
false
true
false
false
false
false
","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
false
true
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_greater_or_equal_floating.pika","precedence","true
true
false
true
true
true
true
true
true
false
true
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
true
true
false
true
false
true
true
","true
true
false
true
true
true
true
true
true
false
true
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
true
true
false
true
false
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_greater_or_equal_integer.pika","precedence","false
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
true
false
false
true
false
true
true
false
false
false
","false
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
true
false
false
true
false
true
true
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_lesser_floating.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
false
true
true
true
true
true
true
true
true
false
false
true
true
true
true
true
false
true
false
false
false
","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
false
true
true
true
true
true
true
true
true
false
false
true
true
true
true
true
false
true
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_lesser_integer.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
true
true
false
false
false
false
false
false
true
","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
true
true
false
false
false
false
false
false
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_lesser_or_equal_floating.pika","precedence","false
false
true
false
false
false
false
false
true
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
true
true
false
false
false
true
false
false
","false
false
true
false
false
false
false
false
true
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
true
true
false
false
false
true
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_lesser_or_equal_integer.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
true
true
true
false
true
false
true
true
false
false
","false
false
false
false
false
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
true
true
true
false
true
false
true
true
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_multiply_floating.pika","precedence","85.162
101.528
238.128
261.072
33.81
99.864
172.26
124.872
143.888
6.16
510.34
186.528
221.2
126.555
118.56
11.616
270.144
20.28
28
311.355
72.8
68.208
499.744
24.192
303.688
66.7128
1413.69
692.723
265.448
480.48
2358.72
769.824
682.634
1545.64
1962.55
809.323
523.908
929.5
1898.05
448.95
1695.74
387.418
364.099
85.32
133.38
1157.33
252
451.44
","85.162
101.528
238.128
261.072
33.81
99.864
172.26
124.872
143.888
6.16
510.34
186.528
221.2
126.555
118.56
11.616
270.144
20.28
28
311.355
72.8
68.208
499.744
24.192
303.688
66.7128
1413.69
692.723
265.448
480.48
2358.72
769.824
682.634
1545.64
1962.55
809.323
523.908
929.5
1898.05
448.95
1695.74
387.418
364.099
85.32
133.38
1157.33
252
451.44
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_multiply_integer.pika","precedence","154560
9180
175032
150423
92916
135828
343758
63336
84096
3819
91728
1188
244440
449352
106029
101850
30996
485584
465750
12900
317196
10934
207368
31668
964656
4136832
8619520
2799602
11512512
2419200
895440
9122625
16722720
221340
14814800
1750320
1921752
2458625
174900
1119348
3744630
4781920
280500
13077504
6916239
511830
5191560
1758120
","154560
9180
175032
150423
92916
135828
343758
63336
84096
3819
91728
1188
244440
449352
106029
101850
30996
485584
465750
12900
317196
10934
207368
31668
964656
4136832
8619520
2799602
11512512
2419200
895440
9122625
16722720
221340
14814800
1750320
1921752
2458625
174900
1119348
3744630
4781920
280500
13077504
6916239
511830
5191560
1758120
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_not_equal_floating.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_not_equal_integer.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_subtract_floating.pika","precedence","38.83
2.69
14.56
18.6
1.5
68.98
20.1
36.48
20.44
3.04
66.1
-2.44
-3.72
-11.64
-23.32
-60.04
-8.1
-50.09
-65.75
-26.2
-14.5
-58.5
-6.41
-28.18
-50.07
-63.72
1.33
33.9
-65.58
39.46
1.14
0.03
1.32
27.92
5.62
3.06
-9.1
-5.5
-15.22
-68.38
-6.6
-3.84
-41.8
-16.2
-79.2
-26.96
-30.07
-43.97
","38.83
2.69
14.56
18.6
1.5
68.98
20.1
36.48
20.44
3.04
66.1
-2.44
-3.72
-11.64
-23.32
-60.04
-8.1
-50.09
-65.75
-26.2
-14.5
-58.5
-6.41
-28.18
-50.07
-63.72
1.33
33.9
-65.58
39.46
1.14
0.03
1.32
27.92
5.62
3.06
-9.1
-5.5
-15.22
-68.38
-6.6
-3.84
-41.8
-16.2
-79.2
-26.96
-30.07
-43.97
","","PASS","0.12096774193548387"
"ada62","good_precedence_multiply_subtract_integer.pika","precedence","925
20
5295
3827
898
1824
523
6144
3974
2311
2488
647
-3253
-1968
-1933
-2215
-1199
-2094
-2916
-6281
-7212
-3493
-5633
-285
1671
-596
-912
5700
2673
676
-613
323
2171
2543
3250
-4985
-7178
-3454
-8126
-1791
-6891
-358
-3326
-1525
-7154
-1905
-3564
-532
","925
20
5295
3827
898
1824
523
6144
3974
2311
2488
647
-3253
-1968
-1933
-2215
-1199
-2094
-2916
-6281
-7212
-3493
-5633
-285
1671
-596
-912
5700
2673
676
-613
323
2171
2543
3250
-4985
-7178
-3454
-8126
-1791
-6891
-358
-3326
-1525
-7154
-1905
-3564
-532
","","PASS","0.12096774193548387"
"ada62","good_precedence_not_equal_equal_boolean.pika","precedence","false
false
false
true
false
true
true
true
false
false
true
false
true
false
false
true
true
false
true
true
true
false
false
false
true
false
false
true
false
false
false
false
false
true
true
true
false
false
true
true
true
false
true
false
true
true
true
false
","","ASM file not generated 'output\ada62\precedence\good_precedence_not_equal_equal_boolean.asm'.","FAIL","0.0"
"ada62","good_precedence_not_equal_not_equal_boolean.pika","precedence","true
false
true
true
true
true
false
false
false
true
true
true
true
true
true
false
true
false
true
true
true
true
true
true
false
true
true
true
true
false
true
true
true
true
false
false
true
false
false
false
false
true
false
true
true
false
true
true
","","ASM file not generated 'output\ada62\precedence\good_precedence_not_equal_not_equal_boolean.asm'.","FAIL","0.0"
"ada62","good_precedence_subtract_add_floating.pika","precedence","-2.4
12
3.7
11.5
0.7
8.4
5.7
2.7
11
5.2
7.9
14.2
1.9
11.7
9.2
0.8
4.8
4.4
10.4
2.5
8.1
6.1
4
8.4
8.3
2.3
-5
-3.3
-6.3
-1.4
6.2
-7.2
1
-4.9
2.3
6.1
9.4
4.44089e-016
10.3
16.9
7.6
5.1
11.9
4.6
6.4
5.1
7.3
10.7
","-2.4
12
3.7
11.5
0.7
8.4
5.7
2.7
11
5.2
7.9
14.2
1.9
11.7
9.2
0.8
4.8
4.4
10.4
2.5
8.1
6.1
4
8.4
8.3
2.3
-5
-3.3
-6.3
-1.4
6.2
-7.2
1
-4.9
2.3
6.1
9.4
4.44089e-016
10.3
16.9
7.6
5.1
11.9
4.6
6.4
5.1
7.3
10.7
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_add_integer.pika","precedence","147
62
16
27
-34
44
54
106
6
107
134
-25
65
-24
98
-58
55
11
137
-7
15
66
-20
4
28
56
-144
27
-3
-91
56
-20
4
-56
-3
91
56
256
-31
121
63
156
139
88
-26
33
67
86
","147
62
16
27
-34
44
54
106
6
107
134
-25
65
-24
98
-58
55
11
137
-7
15
66
-20
4
28
56
-144
27
-3
-91
56
-20
4
-56
-3
91
56
256
-31
121
63
156
139
88
-26
33
67
86
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_divide_floating.pika","precedence","5.75714
5.4
6.67805
1.42143
8.2
7.34545
6.82623
2.85
1.1
6.16154
4.83678
0.772549
-5.80588
-4.4125
0.555556
-5.05814
-5.58571
-8.10225
-2.43656
-1.65
-4.42985
-8.26735
-1.21224
-4.31667
0.157143
-4.83529
-2.62083
-1.76271
-0.0921053
-1.18276
-2.98454
-1.75
-1.33793
-1.45506
-0.827027
-2.4
-0.848794
0.549107
0.224504
0.367757
0.155681
0.252568
2.77684
0.973016
-1.1572
-0.0504658
-0.103749
1.17461
","5.75714
5.4
6.67805
1.42143
8.2
7.34545
6.82623
2.85
1.1
6.16154
4.83678
0.772549
-5.80588
-4.4125
0.555556
-5.05814
-5.58571
-8.10225
-2.43656
-1.65
-4.42985
-8.26735
-1.21224
-4.31667
0.157143
-4.83529
-2.62083
-1.76271
-0.0921053
-1.18276
-2.98454
-1.75
-1.33793
-1.45506
-0.827027
-2.4
-0.848794
0.549107
0.224504
0.367757
0.155681
0.252568
2.77684
0.973016
-1.1572
-0.0504658
-0.103749
1.17461
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_divide_integer.pika","precedence","56
13
15
44
36
70
2
95
23
92
30
84
-45
-95
-11
-79
-9
-63
-2
-94
-9
-72
-9
-68
-34
-26
-65
20
20
49
-42
-12
-24
-6
59
-21
0
0
13
-1
0
1
0
11
6
3
1
-4
","56
13
15
44
36
70
2
95
23
92
30
84
-45
-95
-11
-79
-9
-63
-2
-94
-9
-72
-9
-68
-34
-26
-65
20
20
49
-42
-12
-24
-6
59
-21
0
0
13
-1
0
1
0
11
6
3
1
-4
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_equal_floating.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_equal_integer.pika","precedence","false
false
false
false
false
false
false
false
false
false
false
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","false
false
false
false
false
false
false
false
false
false
false
true
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_greater_floating.pika","precedence","false
false
true
false
false
false
false
false
false
false
false
true
true
true
true
true
true
false
true
true
true
true
false
true
false
false
false
true
false
true
true
true
false
false
true
true
","false
false
true
false
false
false
false
false
false
false
false
true
true
true
true
true
true
false
true
true
true
true
false
true
false
false
false
true
false
true
true
true
false
false
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_greater_integer.pika","precedence","false
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
true
true
true
true
false
true
true
true
true
false
false
false
false
true
false
true
false
false
false
true
","false
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
true
true
true
true
false
true
true
true
true
false
false
false
false
true
false
true
false
false
false
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_greater_or_equal_floating.pika","precedence","false
true
false
false
true
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
true
true
true
false
false
false
false
true
false
","false
true
false
false
true
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
true
true
true
false
false
false
false
true
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_greater_or_equal_integer.pika","precedence","false
false
true
false
true
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
true
false
false
false
true
","false
false
true
false
true
false
false
false
false
false
false
false
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
true
false
false
false
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_lesser_floating.pika","precedence","true
true
true
true
true
true
true
true
true
true
false
true
false
false
false
false
false
false
false
false
false
false
false
false
false
true
false
true
false
false
true
false
false
true
false
false
","true
true
true
true
true
true
true
true
true
true
false
true
false
false
false
false
false
false
false
false
false
false
false
false
false
true
false
true
false
false
true
false
false
true
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_lesser_integer.pika","precedence","true
true
true
false
false
true
true
true
false
false
true
true
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
false
false
true
true
true
false
false
false
false
","true
true
true
false
false
true
true
true
false
false
true
true
false
false
false
false
false
false
false
false
false
true
false
false
true
true
true
false
false
true
true
true
false
false
false
false
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_lesser_or_equal_floating.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
true
false
false
false
false
true
true
true
false
true
true
false
true
false
true
true
true
","true
true
true
true
true
true
true
true
true
true
true
true
false
false
false
false
false
false
false
true
false
false
false
false
true
true
true
false
true
true
false
true
false
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_lesser_or_equal_integer.pika","precedence","true
false
false
true
true
true
true
true
true
false
false
true
false
false
false
false
false
false
false
true
false
true
true
false
false
true
false
false
false
true
false
false
false
true
true
true
","true
false
false
true
true
true
true
true
true
false
false
true
false
false
false
false
false
false
false
true
false
true
true
false
false
true
false
false
false
true
false
false
false
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_multiply_floating.pika","precedence","-12.52
-34.6
-8.14
1.7
6.16
-9.4
-16.38
-12.01
-18.9
-53.46
-7.56
-66.2
2.6
11.66
-0.5
11.43
11.48
7.78
42.01
23.14
43.38
7.72
23.18
16.66
-20.01
-14.46
-93.42
-9.35
-70.62
-38.6
-36.2
-21.62
-21.23
-43.4
-26.98
-21.54
2.44
-45.77
-4.72
28.64
23.67
-22.39
26.23
-11.14
-23.61
57.85
21.67
-12.56
","-12.52
-34.6
-8.14
1.7
6.16
-9.4
-16.38
-12.01
-18.9
-53.46
-7.56
-66.2
2.6
11.66
-0.5
11.43
11.48
7.78
42.01
23.14
43.38
7.72
23.18
16.66
-20.01
-14.46
-93.42
-9.35
-70.62
-38.6
-36.2
-21.62
-21.23
-43.4
-26.98
-21.54
2.44
-45.77
-4.72
28.64
23.67
-22.39
26.23
-11.14
-23.61
57.85
21.67
-12.56
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_multiply_integer.pika","precedence","-712
-1531
-2026
-2644
-415
-3950
-3558
-2688
-3041
-1025
-1996
-4072
87
1776
7249
3902
505
83
7986
4266
4588
1258
476
1322
-435
-3521
-627
-8178
-5870
-2565
-1372
-6431
-580
-1671
-282
-4331
2844
-7805
1577
-4326
-8675
-3505
-6759
-1152
2268
7121
3425
1126
","-712
-1531
-2026
-2644
-415
-3950
-3558
-2688
-3041
-1025
-1996
-4072
87
1776
7249
3902
505
83
7986
4266
4588
1258
476
1322
-435
-3521
-627
-8178
-5870
-2565
-1372
-6431
-580
-1671
-282
-4331
2844
-7805
1577
-4326
-8675
-3505
-6759
-1152
2268
7121
3425
1126
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_not_equal_floating.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_not_equal_integer.pika","precedence","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
true
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_subtract_floating.pika","precedence","-13.1
-5.7
-8.8
-15.5
-3
-6.5
-3.4
-13.9
-7.8
-2.5
-11.7
-7.8
-6.3
-10.6
-7.1
-0.1
-3
-6.5
0.8
-2.4
-2.9
-4
-8.6
-8.7
-20.5
-13.7
-15.2
-2.3
-11.7
-13.4
-6.1
-18.2
-23.4
-13.8
-15.9
-8.4
-12.8
-10
-6.1
-15.3
-10.8
-22
-13
-15.2
-6.9
-12.1
-4.6
-11.7
","-13.1
-5.7
-8.8
-15.5
-3
-6.5
-3.4
-13.9
-7.8
-2.5
-11.7
-7.8
-6.3
-10.6
-7.1
-0.1
-3
-6.5
0.8
-2.4
-2.9
-4
-8.6
-8.7
-20.5
-13.7
-15.2
-2.3
-11.7
-13.4
-6.1
-18.2
-23.4
-13.8
-15.9
-8.4
-12.8
-10
-6.1
-15.3
-10.8
-22
-13
-15.2
-6.9
-12.1
-4.6
-11.7
","","PASS","0.12096774193548387"
"ada62","good_precedence_subtract_subtract_integer.pika","precedence","-45
16
7
-99
55
-27
-99
-104
-83
-142
15
-73
-52
39
17
-106
-72
64
-139
-147
-54
-18
-59
-129
-20
-39
-55
-7
-99
-114
-230
-106
-72
5
22
-12
-68
-153
-105
-121
-162
-3
37
-180
-181
55
-57
-135
","-45
16
7
-99
55
-27
-99
-104
-83
-142
15
-73
-52
39
17
-106
-72
64
-139
-147
-54
-18
-59
-129
-20
-39
-55
-7
-99
-114
-230
-106
-72
5
22
-12
-68
-153
-105
-121
-162
-3
37
-180
-181
55
-57
-135
","","PASS","0.12096774193548387"
"ada62","err_blockStmt1.pika","statements","Jun 14, 2020 2:05:26 PM logging.PikaLogger log
SEVERE: identifier s used before defined at (..\pika0point2\input\pika-1\statements\err_blockStmt1.pika line 13, character 7)
program has errors.  no executable created.
","Jun 14, 2020 2:17:51 PM logging.PikaLogger log
SEVERE: identifier s used before defined at (..\pika0point2\input\pika-1\statements\err_blockStmt1.pika line 13, character 7)
program has errors.  no executable created.
","","PASS","1.0"
"ada62","err_blockStmt2.pika","statements","Jun 14, 2020 2:05:27 PM logging.PikaLogger log
SEVERE: syntax error: (null line -1, character -1) expecting [CLOSE_BRACE]
program has errors.  no executable created.
","Jun 14, 2020 2:17:51 PM logging.PikaLogger log
SEVERE: syntax error: (null line -1, character -1) expecting [CLOSE_BRACE]
program has errors.  no executable created.
","","PASS","1.0"
"ada62","err_blockStmt3.pika","statements","Jun 14, 2020 2:05:27 PM logging.PikaLogger log
SEVERE: syntax error: (..\pika0point2\input\pika-1\statements\err_blockStmt3.pika line 12, character 1) expecting end of program
program has errors.  no executable created.
","Jun 14, 2020 2:17:52 PM logging.PikaLogger log
SEVERE: syntax error: (..\pika0point2\input\pika-1\statements\err_blockStmt3.pika line 12, character 1) expecting end of program
program has errors.  no executable created.
","","PASS","1.0"
"ada62","err_mutate1.pika","statements","Jun 14, 2020 2:05:28 PM logging.PikaLogger log
SEVERE: attempted assignment to a const left-hand side at (..\pika0point2\input\pika-1\statements\err_mutate1.pika line 5, character 3)
program has errors.  no executable created.
","Jun 14, 2020 2:17:52 PM logging.PikaLogger log
SEVERE: attempt to assign to const-declared variable at (..\pika0point2\input\pika-1\statements\err_mutate1.pika line 5, character 3)
program has errors.  no executable created.
","","PASS","1.0"
"ada62","err_mutate2.pika","statements","Jun 14, 2020 2:05:28 PM logging.PikaLogger log
SEVERE: operator := not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\statements\err_mutate2.pika line 5, character 3)
program has errors.  no executable created.
","Jun 14, 2020 2:17:53 PM logging.PikaLogger log
SEVERE: operator := not defined for types [INTEGER, FLOATING] at (..\pika0point2\input\pika-1\statements\err_mutate2.pika line 5, character 3)
program has errors.  no executable created.
","","PASS","1.0"
"ada62","good_blockStmt1.pika","statements","They call me Mister Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_blockStmt2.pika","statements","They call me Mister Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_blockStmt3.pika","statements","They call me Mister Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_blockStmt4.pika","statements","They call me Mister Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_blockStmt5.pika","statements","They call me Mister Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_blockStmt6.pika","statements","They call me Mister Tibbs!
12
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","good_mutate1.pika","statements","23 35
52 35
","23 35
52 35
","","PASS","1.0"
"ada62","good_mutate2.pika","statements","3.2 40
4.9 40 1.333
0 40 1.333 2.818
77.77 40 1.333 2.818 3200
","3.2 40
4.9 40 1.333
0 40 1.333 2.818
77.77 40 1.333 2.818 3200
","","PASS","1.0"
"ada62","good_mutate3.pika","statements","23 35
52 35
0 35
7 35
","23 35
52 35
0 35
7 35
","","PASS","1.0"
"ada62","good_print_boolean1.pika","statements","true
false
","true
false
","","PASS","1.0"
"ada62","good_print_char1.pika","statements","z


a
","z


a
","","PASS","1.0"
"ada62","good_print_float1.pika","statements","370
4
1e-006
","370
4
1e-006
","","PASS","1.0"
"ada62","good_print_int1.pika","statements","-592654
3999999
1234
","-592654
3999999
1234
","","PASS","1.0"
"ada62","good_print_string1.pika","statements","They call me
Mister
Tibbs!
","","Unrecoverable compiler error or ASMEmu exception.","FAIL","0.0"
"ada62","err_typecheck_add_boolean_boolean.pika","typechecking","Jun 14, 2020 2:05:37 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_boolean.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:17:59 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, BOOLEAN] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_boolean.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_add_boolean_character.pika","typechecking","Jun 14, 2020 2:05:38 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","Jun 14, 2020 2:17:59 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, CHARACTER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_character.pika line 2, character 28)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_add_boolean_floating.pika","typechecking","Jun 14, 2020 2:05:38 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_floating.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:00 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, FLOATING] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_floating.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
"ada62","err_typecheck_add_boolean_integer.pika","typechecking","Jun 14, 2020 2:05:39 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_integer.pika line 2, character 27)
program has errors.  no executable created.
","Jun 14, 2020 2:18:00 PM logging.PikaLogger log
SEVERE: operator + not defined for types [BOOLEAN, INTEGER] at (..\pika0point2\input\pika-1\typechecking\err_typecheck_add_boolean_integer.pika line 2, character 27)
program has errors.  no executable created.
","","PASS","0.06666666666666667"
